1000 8 0.00070892
1000 16 0.000810287
1000 32 0.00203222
2000 1 0.00375116
2000 2 0.00388219
2000 4 0.00164224
2000 8 0.00117019
2000 16 0.00123186
2000 32 0.00286663
3000 1 0.00810332
3000 2 0.00825009
3000 4 0.00266841
3000 8 0.00232081
3000 16 0.00252538
3000 32 0.00276734
4000 1 0.0147478
4000 2 0.00886492
4000 4 0.00406153
4000 8 0.00409509
4000 16 0.00287466
4000 32 0.00401284
5000 1 0.0229557
5000 2 0.0128185
5000 4 0.00667764
5000 8 0.00480311
5000 16 0.00868802
5000 32 0.0049538
6000 1 0.0327859
6000 2 0.0179726
6000 4 0.00961126
6000 8 0.00549618
6000 16 0.00535333
6000 32 0.00705559
7000 1 0.0441474
7000 2 0.0233071
7000 4 0.0122123
7000 8 0.00709946
7000 16 0.0065471
7000 32 0.00863534
8000 1 0.0585483
8000 2 0.0303699
8000 4 0.0156046
8000 8 0.0140951
8000 16 0.00934393
8000 32 0.01075
9000 1 0.0715433
9000 2 0.0365662
9000 4 0.0214186
9000 8 0.0115144
9000 16 0.0103082
9000 32 0.0120848
10000 1 0.0870564
10000 2 0.0447163
10000 4 0.0245579
10000 8 0.0161852
10000 16 0.0125004
10000 32 0.0144683
